Date	StartTime	0EID	Box	0000000AID	BodyWeight	SessionLength	FixedRatio	ActiveLick	InactiveLick	Infusion	SaccConc	SADrug	intake	demolick	ObPoke	DmPoke	Day	Note
04/22/2019	9:34:34	oxyWLI100F	12	6FC23AC0054D	180	3600	5	294	269	18	0				oxy_pt100mg_mloxyav_fr5_6h	0	1	0
04/23/2019	10:18:41	oxyWLI100F	12	6FC23AC0054D	182	3600	5	95	54	5	0				oxy_pt100mg_mloxyav_fr5_6h	0	2	0
04/24/2019	9:22:04	oxyWLI100F	12	6FC23AC0054D	185	3600	5	199	55	9	0				oxy_pt100mg_mloxyav_fr5_6h	0	3	0
04/25/2019	9:48:54	oxyWLI100F	12	6FC23AC0054D	188	3600	5	178	122	7	0				oxy_pt100mg_mloxyav_fr5_1h	0	4	0
04/26/2019	15:56:43	oxyWLI100F	12	6FC23AC0054D	194	3600	5	218	39	8	0				oxy_pt100mg_mloxyav_fr5_1h	0	5	0
05/01/19	9:52:51	oxyWLI100F	4	6FC23AC0054D	192	21600	5	963		93	0				oxy_pt100mg_mloxyav_fr5_6h	0	6	0
05/06/19	10:26:12	oxyWLI100F	4	6FC23AC0054D	203	21600	5	1016		97	0				oxy_pt100mg_mloxyav_fr5_6h	0	8	0
05/10/19	9:37:58	oxyWLI100F	4	6FC23AC0054D	209	21600	5	2437		144	0				oxy_pt100mg_mloxyav_fr5_6h	0	7	0
05/15/2019	9:48:47	oxyWLI100F	12	6FC23AC0054D	216	21600	5	1677	137	130	0				oxy_pt100mg_mloxyav_fr5_6h	0	9	0
05/17/2019	9:25:56	oxyWLI100F	12	6FC23AC0054D	217	21600	5	1136	22	126	0				oxy_pt100mg_mloxyav_fr5_6h	0	10	0
05/20/19	9:29:09	oxyWLI100F	12	6FC23AC0054D	219	21600	5	1159	44	90	0				oxy_pt100mg_mloxyav_fr5_6h	0	11	0
05/22/2019	9:53:35	oxyWLI100F	12	6FC23AC0054D	224	21600	5	1130	21	96	0				oxy_pt100mg_mloxyav_fr5_6h	0	12	0
05/24/2019	9:50:53	oxyWLI100F	12	6FC23AC0054D	229	21600	5	1084	69	71	0				oxy_pt100mg_mloxyav_fr5_6h	0	13	0
05/27/2019	9:29:08	oxyWLI100F	12	6FC23AC0054D	225	21600	5	1030	19	85	0				oxy_pt100mg_mloxyav_fr5_6h	0	14	0
05/29/2019	9:29:55	oxyWLI100F	12	6FC23AC0054D	228	21600	5	713	1	71	0				oxy_pt100mg_mloxyav_fr5_6h	0	15	0
04/01/2019	14:44:14	oxyWLI100F	9	6FC23AC088DF	176	3600	5	161	106	15	0				oxy_pt200mg_mloxyav_fr5	209	1	0
04/02/2019	10:31:39	oxyWLI100F	9	6FC23AC088DF	178	3600	5	107	8	7	0				oxy_pt100mg_mloxyav_fr5_1h	48	2	0
04/03/2019	10:52:22	oxyWLI100F	9	6FC23AC088DF	184	3600	5	150	27	16	0				oxy_pt100mg_mloxyav_fr5_1h	51	3	0
04/04/2019	10:57:38	oxyWLI100F	9	6FC23AC088DF	191	3600	5	87	25	9	0				oxy_pt100mg_mloxyav_fr5_1h	336	4	0
04/05/2019	10:35:08	oxyWLI100F	9	6FC23AC088DF	192	3600	5	122	31	9	0				oxy_pt100mg_mloxyav_fr5_1h	165	5	0
04/08/2019	10:18:18	oxyWLI100F	9	6FC23AC088DF	196	21600	5	1023	73	88	0				oxy_pt100mg_mloxyav_fr5_6h	1068	6	0
04/10/2019	10:16:07	oxyWLI100F	9	6FC23AC088DF	192	21600	5	498	18	53	0				oxy_pt100mg_mloxyav_fr5_6h	356	7	0
04/12/2019	9:39:29	oxyWLI100F	9	6FC23AC088DF	199	21600	5	641	23	83	0				oxy_pt100mg_mloxyav_fr5_6h	170	8	0
04/15/2019	10:43:32	oxyWLI100F	9	6FC23AC088DF	206	21600	5	940	36	119	0				oxy_pt100mg_mloxyav_fr5_6h	386	9	0
04/17/2019	9:30:24	oxyWLI100F	9	6FC23AC088DF	218	21600	5	835	56	91	0				oxy_pt100mg_mloxyav_fr5_6h	1508	10	0
04/19/2019	10:22:19	oxyWLI100F	9	6FC23AC088DF	204	21600	5	909	15	85	0				oxy_pt100mg_mloxyav_fr5_6h	234	11	0
04/22/2019	11:01:55	oxyWLI100F	9	6FC23AC088DF	205	21600	5	1097	15	133	0				oxy_pt100mg_mloxyav_fr5_6h	506	12	0
04/26/2019	9:34:43	oxyWLI100F	9	6FC23AC088DF	212	21600	5	919	7	112	0				oxy_pt100mg_mloxyav_fr5_6h	494	13	0
04/29/2019	9:41:04	oxyWLI100F	9	6FC23AC088DF	257	21600	5	1073	39	110	0				oxy_pt100mg_mloxyav_fr5_6h	173	14	0
05/01/19	10:02:34	oxyWLI100F	9	6FC23AC088DF	220	21600	5	1071	16	123	0				oxy_pt100mg_mloxyav_fr5_6h	1280	15	0
05/06/2019	13:59:10	oxyWLI100F	9	6FC23AC088DF	233	5260	10	224	4	9	0				oxy_pt100mg_mloxyav_pr	371	16	0
05/08/2019	11:04:47	oxyWLI100F	9	6FC23AC088DF	227	6665	10	164	4	7	0				oxy_pt100mg_mloxyav_pr	603	17	0
05/10/2019	11:50:51	oxyWLI100F	9	6FC23AC088DF	236	7200	10	132	4	6	0				oxy_pt100mg_mlext_2h		18	
05/13/2019	10:08:53	oxyWLI100F	9	6FC23AC088DF	234	7200	10	50		3	0				oxy_pt100mg_mlext_2h		19	
05/14/19	11:21:22	oxyWLI100F	1	6FC23AC088DF	239	7200	10	36		3	0				oxy_pt100mg_mlext_2h		20	
05/15/19	9:53:53	oxyWLI100F	1	6FC23AC088DF	240	7200	5	49		4	0				cleanspoutoxyav_fr5_2h	0	21	0
05/21/2019	14:13:01	oxyWLI100F	9	6FC23AC088DF	251	7200	5	139	137	14	0				cleanspoutoxyav_fr5_2h	9251	22	0
04/01/2019	14:44:14	oxyWLI100F	11	6FC23AC0D087	186	3600	5	184	131	14	0				oxy_pt200mg_mloxyav_fr5	0	1	0
04/02/2019	10:31:39	oxyWLI100F	11	6FC23AC0D087	175	3600	5	289	57	11	0				oxy_pt100mg_mloxyav_fr5_1h	0	2	0
04/03/2019	10:52:22	oxyWLI100F	11	6FC23AC0D087	176	3600	5	436	34	13	0				oxy_pt100mg_mloxyav_fr5_1h	0	3	0
04/04/2019	10:57:38	oxyWLI100F	11	6FC23AC0D087	184	3600	5	245	16	9	0				oxy_pt100mg_mloxyav_fr5_1h	0	4	0
04/05/2019	10:35:08	oxyWLI100F	11	6FC23AC0D087	185	3600	5	397	24	14	0				oxy_pt100mg_mloxyav_fr5_1h	0	5	0
04/08/2019	10:18:18	oxyWLI100F	11	6FC23AC0D087	190	21600	5	1186	86	88	0				oxy_pt100mg_mloxyav_fr5_6h	0	6	0
04/10/2019	10:16:07	oxyWLI100F	11	6FC23AC0D087	185	21600	5	1547	10	136	0				oxy_pt100mg_mloxyav_fr5_6h	0	7	0
04/12/2019	9:39:29	oxyWLI100F	11	6FC23AC0D087	193	21600	5	1116	38	108	0				oxy_pt100mg_mloxyav_fr5_6h	0	8	0
04/15/2019	10:43:32	oxyWLI100F	11	6FC23AC0D087	195	21600	5	1432	11	105	0				oxy_pt100mg_mloxyav_fr5_6h	0	9	0
04/17/2019	9:30:24	oxyWLI100F	11	6FC23AC0D087	218	21600	5	1819	70	106	0				oxy_pt100mg_mloxyav_fr5_6h	0	10	0
04/19/2019	10:22:19	oxyWLI100F	11	6FC23AC0D087	192	21600	5	1556	32	117	0				oxy_pt100mg_mloxyav_fr5_6h	0	11	0
04/22/2019	11:01:55	oxyWLI100F	11	6FC23AC0D087	193	21600	5	2518	36	213	0				oxy_pt100mg_mloxyav_fr5_6h	0	12	0
04/26/2019	9:34:43	oxyWLI100F	11	6FC23AC0D087	200	21600	5	2224	8	186	0				oxy_pt100mg_mloxyav_fr5_6h	0	13	0
04/29/2019	9:41:04	oxyWLI100F	11	6FC23AC0D087	257	21600	5	2220	22	160	0				oxy_pt100mg_mloxyav_fr5_6h	0	14	0
05/01/19	10:02:34	oxyWLI100F	11	6FC23AC0D087	208	21600	5	2678	41	184	0				oxy_pt100mg_mloxyav_fr5_6h	0	15	0
05/06/2019	13:59:10	oxyWLI100F	11	6FC23AC0D087	228	9724	10	743	55	14	3				oxy_pt100mg_mloxyav_pr	0	16	0
05/08/2019	11:04:47	oxyWLI100F	11	6FC23AC0D087	221	9730	10	843	45	15	2				oxy_pt100mg_mloxyav_pr	0	17	0
05/10/2019	11:50:51	oxyWLI100F	11	6FC23AC0D087	230	7200	10	174	133	12	6				oxy_pt100mg_mlext_2h		18	
05/13/2019	10:08:53	oxyWLI100F	11	6FC23AC0D087	228	7200	10	76	35	5	2				oxy_pt100mg_mlext_2h		19	
05/14/19	11:21:22	oxyWLI100F	3	6FC23AC0D087	234	7200	10	46		3	0				oxy_pt100mg_mlext_2h		20	
05/15/19	9:53:53	oxyWLI100F	3	6FC23AC0D087	236	7200	5	81		10	0				cleanspoutoxyav_fr5_2h	0	21	0
05/21/2019	14:13:01	oxyWLI100F	11	6FC23AC0D087	245	7200	5	191	53	13	0				cleanspoutoxyav_fr5_2h	0	22	0
04/01/2019	14:44:14	oxyWLI100F	10	6FC23AC0D582	181	3600	5	333	187	15	0				oxy_pt200mg_mloxyav_fr5	0	1	0
04/02/2019	10:31:39	oxyWLI100F	10	6FC23AC0D582	183	3600	5	635	239	22	0				oxy_pt100mg_mloxyav_fr5_1h	0	2	0
04/03/2019	10:52:22	oxyWLI100F	10	6FC23AC0D582	186	3600	5	551	106	25	0				oxy_pt100mg_mloxyav_fr5_1h	0	3	0
04/04/2019	10:57:38	oxyWLI100F	10	6FC23AC0D582	186	3600	5	365	56	16	0				oxy_pt100mg_mloxyav_fr5_1h	0	4	0
04/05/2019	10:35:08	oxyWLI100F	10	6FC23AC0D582	189	3600	5	402	135	15	0				oxy_pt100mg_mloxyav_fr5_1h	0	5	0
04/08/2019	10:18:18	oxyWLI100F	10	6FC23AC0D582	193	21600	5	2659	177	161	0				oxy_pt100mg_mloxyav_fr5_6h	0	6	0
04/10/2019	10:16:07	oxyWLI100F	10	6FC23AC0D582	197	21600	5	2143	96	168	0				oxy_pt100mg_mloxyav_fr5_6h	0	7	0
04/12/2019	9:39:29	oxyWLI100F	10	6FC23AC0D582	193	21600	5	1803	30	154	0				oxy_pt100mg_mloxyav_fr5_6h	0	8	0
04/15/2019	10:43:32	oxyWLI100F	10	6FC23AC0D582	207	21600	5	1154	80	99	0				oxy_pt100mg_mloxyav_fr5_6h	0	9	0
04/17/2019	9:30:24	oxyWLI100F	10	6FC23AC0D582	218	21600	5	987	43	77	0				oxy_pt100mg_mloxyav_fr5_6h	0	10	0
04/19/2019	10:22:19	oxyWLI100F	10	6FC23AC0D582	208	21600	5	2103	34	65	0				oxy_pt100mg_mloxyav_fr5_6h	0	11	0
04/22/2019	11:01:55	oxyWLI100F	10	6FC23AC0D582	210	21600	5	935	32	73	0				oxy_pt100mg_mloxyav_fr5_6h	0	12	0
04/26/2019	9:34:43	oxyWLI100F	10	6FC23AC0D582	220	21600	5	726	79	66	0				oxy_pt100mg_mloxyav_fr5_6h	0	13	0
04/29/2019	9:41:04	oxyWLI100F	10	6FC23AC0D582	257	21600	5	878	56	59	0				oxy_pt100mg_mloxyav_fr5_6h	0	14	0
05/01/19	10:02:34	oxyWLI100F	10	6FC23AC0D582	230	21600	5	921	31	71	0				oxy_pt100mg_mloxyav_fr5_6h	0	15	0
05/06/2019	13:59:10	oxyWLI100F	10	6FC23AC0D582	232	7075	10	340	9	10	0				oxy_pt100mg_mloxyav_pr	0	16	0
05/08/2019	11:04:47	oxyWLI100F	10	6FC23AC0D582	240	6600	10	266	30	10	2				oxy_pt100mg_mloxyav_pr	0	17	0
05/10/2019	11:50:51	oxyWLI100F	10	6FC23AC0D582	240	7200	10	134	106	6	8				oxy_pt100mg_mlext_2h		18	
05/13/2019	10:08:53	oxyWLI100F	10	6FC23AC0D582	242	7200	10	49	75	3	6				oxy_pt100mg_mlext_2h		19	
05/14/19	11:21:22	oxyWLI100F	2	6FC23AC0D582	241	7200	10	36		3	0				oxy_pt100mg_mlext_2h		20	
05/15/19	9:53:53	oxyWLI100F	2	6FC23AC0D582	245	7200	5	14		2	0				cleanspoutoxyav_fr5_2h	0	21	0
05/21/2019	14:13:01	oxyWLI100F	10	6FC23AC0D582	255	7200	5	598	53	27	0				cleanspoutoxyav_fr5_2h	0	22	0
04/22/2019	9:34:34	oxyWLI100F	13	6FC23AC0DF88	182	3600	5	327	163	20	0				oxy_pt100mg_mloxyav_fr5_6h	0	1	0
04/23/2019	10:18:41	oxyWLI100F	13	6FC23AC0DF88	190	3600	5	230	87	12	0				oxy_pt100mg_mloxyav_fr5_6h	0	2	0
04/24/2019	9:22:04	oxyWLI100F	13	6FC23AC0DF88	187	3600	5	96	17	9	0				oxy_pt100mg_mloxyav_fr5_6h	0	3	0
04/25/2019	9:48:54	oxyWLI100F	13	6FC23AC0DF88	190	3600	5	189	109	11	0				oxy_pt100mg_mloxyav_fr5_1h	0	4	0
04/26/2019	15:56:43	oxyWLI100F	13	6FC23AC0DF88	199	3600	5	116	15	9	0				oxy_pt100mg_mloxyav_fr5_1h	0	5	0
05/01/19	9:52:51	oxyWLI100F	5	6FC23AC0DF88	201	21600	5	689		23	0				oxy_pt100mg_mloxyav_fr5_6h	0	6	0
05/06/19	10:26:12	oxyWLI100F	5	6FC23AC0DF88	210	21600	5	854		43	0				oxy_pt100mg_mloxyav_fr5_6h	0	8	0
05/10/19	9:37:58	oxyWLI100F	5	6FC23AC0DF88	211	21600	5	1300		103	0				oxy_pt100mg_mloxyav_fr5_6h	0	7	0
05/15/2019	9:48:47	oxyWLI100F	13	6FC23AC0DF88	214	21600	5	1159	74	100	0				oxy_pt100mg_mloxyav_fr5_6h	0	9	0
05/17/2019	9:25:56	oxyWLI100F	13	6FC23AC0DF88	220	21600	5	843	47	70	0				oxy_pt100mg_mloxyav_fr5_6h	0	10	0
05/20/19	9:29:09	oxyWLI100F	13	6FC23AC0DF88	217	21600	5	1021	10	80	0				oxy_pt100mg_mloxyav_fr5_6h	0	11	0
05/22/2019	9:53:35	oxyWLI100F	13	6FC23AC0DF88	217	21600	5	1412	4	134	0				oxy_pt100mg_mloxyav_fr5_6h	0	12	0
05/24/2019	9:50:53	oxyWLI100F	13	6FC23AC0DF88	226	21600	5	1151	16	104	0				oxy_pt100mg_mloxyav_fr5_6h	0	13	0
05/27/2019	9:29:08	oxyWLI100F	13	6FC23AC0DF88	222	21600	5	1041	3	95	0				oxy_pt100mg_mloxyav_fr5_6h	0	14	0
05/29/2019	9:29:55	oxyWLI100F	13	6FC23AC0DF88	227	21600	5	1136	20	103	0				oxy_pt100mg_mloxyav_fr5_6h	0	15	0
04/22/2019	9:34:34	oxyWLI100F	14	6FC23AC0F1A6	180	3600	5	230	437	13	0				oxy_pt100mg_mloxyav_fr5_6h	0	1	0
04/23/2019	10:18:41	oxyWLI100F	14	6FC23AC0F1A6	184	3600	5	174	332	7	0				oxy_pt100mg_mloxyav_fr5_6h	0	2	0
04/24/2019	9:22:04	oxyWLI100F	14	6FC23AC0F1A6	183	3600	5	31	412	2	0				oxy_pt100mg_mloxyav_fr5_6h	0	3	0
04/25/2019	9:48:54	oxyWLI100F	14	6FC23AC0F1A6	188	3600	5	66	1054	5	0				oxy_pt100mg_mloxyav_fr5_1h	0	4	0
04/26/2019	15:56:43	oxyWLI100F	14	6FC23AC0F1A6	194	3600	5	171	132	19	0				oxy_pt100mg_mloxyav_fr5_1h	0	5	0
05/01/19	9:52:51	oxyWLI100F	6	6FC23AC0F1A6	190	21600	5	614		49	0				oxy_pt100mg_mloxyav_fr5_6h	0	6	0
05/06/19	10:26:13	oxyWLI100F	6	6FC23AC0F1A6	204	21600	5	224		21	0				oxy_pt100mg_mloxyav_fr5_6h	0	8	0
05/10/19	9:37:58	oxyWLI100F	6	6FC23AC0F1A6	209	21600	5	1102		127	0				oxy_pt100mg_mloxyav_fr5_6h	0	7	0
05/15/2019	9:48:47	oxyWLI100F	14	6FC23AC0F1A6	206	21600	5	1188	3783	122	0				oxy_pt100mg_mloxyav_fr5_6h	0	9	0
05/17/2019	9:25:56	oxyWLI100F	14	6FC23AC0F1A6	213	21600	5	1243	3843	135	0				oxy_pt100mg_mloxyav_fr5_6h	0	10	0
05/20/19	9:29:09	oxyWLI100F	14	6FC23AC0F1A6	207	21600	5	1117	5174	129	0				oxy_pt100mg_mloxyav_fr5_6h	0	11	0
05/22/2019	9:53:35	oxyWLI100F	14	6FC23AC0F1A6	207	21600	5	1294	934	145	0				oxy_pt100mg_mloxyav_fr5_6h	0	12	0
05/24/2019	9:50:53	oxyWLI100F	14	6FC23AC0F1A6	212	21600	5	596	1961	60	0				oxy_pt100mg_mloxyav_fr5_6h	0	13	0
05/27/2019	9:29:08	oxyWLI100F	14	6FC23AC0F1A6	210	21600	5	987	5048	102	0				oxy_pt100mg_mloxyav_fr5_6h	0	14	0
05/29/2019	9:29:55	oxyWLI100F	14	6FC23AC0F1A6	217	21600	5	814	5744	53	0				oxy_pt100mg_mloxyav_fr5_6h	0	15	0
04/01/2019	14:44:14	oxyWLI100M	2	6FC23AC07A2D	263	3600	5	329	184	15	0				oxy_pt200mg_mloxyav_fr5	0	1	0
04/02/2019	10:31:39	oxyWLI100M	2	6FC23AC07A2D	259	3600	5	139	40	6	0				oxy_pt100mg_mloxyav_fr5_1h	0	2	0
04/03/2019	10:52:22	oxyWLI100M	2	6FC23AC07A2D	264	3600	5	344	99	22	0				oxy_pt100mg_mloxyav_fr5_1h	0	3	0
04/04/2019	10:57:38	oxyWLI100M	2	6FC23AC07A2D	272	3600	5	188	57	18	0				oxy_pt100mg_mloxyav_fr5_1h	0	4	0
04/05/2019	10:35:08	oxyWLI100M	2	6FC23AC07A2D	272	3600	5	437	64	17	0				oxy_pt100mg_mloxyav_fr5_1h	0	5	0
04/08/2019	10:18:18	oxyWLI100M	2	6FC23AC07A2D	286	21600	5	1796	234	148	0				oxy_pt100mg_mloxyav_fr5_6h	0	6	0
04/10/2019	10:16:07	oxyWLI100M	2	6FC23AC07A2D	286	21600	5	800	39	73	0				oxy_pt100mg_mloxyav_fr5_6h	0	7	0
04/12/2019	9:39:29	oxyWLI100M	2	6FC23AC07A2D	289	21600	5	911	40	64	0				oxy_pt100mg_mloxyav_fr5_6h	0	8	0
